"Find School/District Results"
"Your search returned         2334 result(s)."

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","School Type","Inter-District Magnet","NCES Code","Designated High School","Agricultural Science and Technology (ASTE)","Title I Type","State Board of Education Approved","For Profit","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Nonpublic Elementary and Secondary Schools","Waterbury",="1510221","Our Lady of Mount Carmel-Waterbury","645 Congress Avenue","Waterbury","CT",="06708","203-755-6809","203-755-5850",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Waterbury",="1510382","Prime Care, Inc. - Bidwell Center","61 Bidwell Street","Waterbury","CT",="06710","203-757-2509","203-754-5075","http://primecareinc.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Waterbury",="1511721","Yeshiva Ktana of Waterbury","32 Hillside Ave","Waterbury","CT",="06710","203-528-4147","203-528-2404",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512111","B. W. Tinker School","809 Highland Ave.","Waterbury","CT","06708-4601","203-574-8186",,,,,"Traditional/General Education",,="090483000966",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1514611","Bucks Hill Autism","330 Bucks Hill Road","Waterbury","CT",="06704","203-574-8000",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1514311","Bucks Hill Bilingual","330 Bucks Hill Road","Waterbury","CT",="06704","203-574-8182",,"http://www.waterbury.k12.ct.us",,"Other",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1510511","Bucks Hill School","330 Bucks Hill Rd.","Waterbury","CT","06704-1222","203-574-8182",,,,,"Traditional/General Education",,="090483000968",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1510111","Bunker Hill BDLC","170 Bunker Hill Ave","Waterbury","CT",="06708","203-574-8183",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1510611","Bunker Hill School","170 Bunker Hill Ave.","Waterbury","CT","06708-2226","203-574-8183",,"http://www.waterbury.k12.ct.us/School_Links/Bunker%20Hill/index.html",,,"Traditional/General Education",,="090483000969",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1518111","Bunker Hill Self-Contained","170 Bunker Hill","Waterbury","CT",="06708","203-574-8183",,"https://bunkerhill.waterbury.k12.ct.us/",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1511911","Carrington ESC","24 Kenmore Ave","Waterbury","CT",="06708","203-574-8184",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512711","Carrington School","24 Kenmore Ave.","Waterbury","CT","06708-1845","203-574-8184",,"http://www.carringtonschool.com/",,,"Traditional/General Education",,="090483000970",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1514111","Chase Bilingual","40 Woodtick Rd","Waterbury","CT",="06705","203-574-8188",,"http://www.waterbury.k12.ct.us",,"Other",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1516211","Crosby High School","300 Pierpont Rd.","Waterbury","CT","06705-3905","203-574-8061",,"http://www.crosbyhigh.com/",,,"Traditional/General Education",,="090483000971",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Waterbury School District",="1510911","Driggs School","77 Woodlawn Terrace","Waterbury","CT","06710-1721","203-574-8160",,"http://www.waterbury.k12.ct.us/School_Links/Driggs/mainpg.htm",,,"Traditional/General Education",,="090483000972",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1511611","Duggan School","952 Bank Street","Waterbury","CT",="06708","203-574-8875",,,,,"Traditional/General Education",,="090483001602",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1519111","Enlightenment School","58 Griggs Street","Waterbury","CT",="06704","203-574-8050",,"http://www.waterbury.k12.ct.us/31/Home",,"Alternative",,,="090483001418",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Program","Waterbury School District",="1517811","Expulsion Academy","30 Church St","Waterbury","CT",="06702","203-574-8028",,"http://www.waterbury.k12.ct.us",,"Expulsion Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Waterbury School District",="1511411","F. J. Kingsbury School","220 Columbia Blvd.","Waterbury","CT","06710-1401","203-574-8172",,"http://www.waterbury.k12.ct.us",,,"Traditional/General Education",,="090483000975",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1513511","Generali Autism","3196 East Main Street","Waterbury","CT",="06705","203-574-8175",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512611","Gilmartin School","107 Wyoming Ave.","Waterbury","CT","06706-2742","203-574-8175",,,,,"Traditional/General Education",,="090483000976",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1516911","Gilmartin Scope","94 Spring Lake Road","Waterbury","CT",="06706","203-574-8175",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1510711","H. S. Chase School","40 Woodtick Rd.","Waterbury","CT","06705-2207","203-574-8188",,"http://www.waterbury.k12.ct.us",,,"Traditional/General Education",,="090483000977",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1517211","Hearing Lab","233 South Elm Street","Waterbury","CT",="06702","203-574-8331",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1514211","Hopeville Bilingual","2 Cypress Street","Waterbury","CT",="06706","203-574-8173",,"http://www.waterbury.k12.ct.us",,"Other",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1511311","Hopeville School","2 Cypress St.","Waterbury","CT","06706-2101","203-574-8173",,,,,"Traditional/General Education",,="090483000978",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1516411","John F. Kennedy High School","422 Highland Ave.","Waterbury","CT","06708-3443","203-574-8153",,"http://www.khswtby.org/",,,"Traditional/General Education",,="090483000979",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Waterbury School District",="1513111","Maloney Interdistrict Magnet School","233 South Elm St.","Waterbury","CT",="06706","203-574-8162",,"https://www.waterbury.k12.ct.us/21/home",,,"Traditional/General Education","Yes",="090483000541",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1519811","Maloney Prek","233 South Elm Street","Waterbury","CT",="06706","203-574-8000",,"http://www.waterbury.k12.ct.us/31/Home",,"Pre-Kindergarten",,,,No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1511111","Margaret M. Generali Elementary School","3196 East Main St.","Waterbury","CT","06705-3430","203-574-8174",,,,,"Traditional/General Education",,="090483000974",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1515111","Michael F. Wallace Middle School","3465 East Main St.","Waterbury","CT","06705-3805","203-574-8140",,"http://www.waterbury.k12.ct.us",,,"Traditional/General Education",,="090483000983",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1512911","North End Autism","534 Bucks Hill Rd.","Waterbury","CT",="06704","203-574-8097",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1513711","North End BDLC","534 Bucks Hill Road","Waterbury","CT",="06704","203-574-8203",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1515711","North End Bilingual","534 Bucks Hill Road","Waterbury","CT",="06704","203-574-8097",,"http://www.waterbury.k12.ct.us",,"Other",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1511811","North End ESC","534 Bucks Hill Road","Waterbury","CT",="06704","203-574-8097",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1515311","North End Middle School","534 Bucks Hill Rd.","Waterbury","CT","06704-1270","203-574-8097",,,,,"Traditional/General Education",,="090483001115",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1514811","North End SCOPE","534 Bucks Hill Road","Waterbury","CT",="06704","203-574-8120",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1512411","Reed ESC","33 Griggs St","Waterbury","CT",="06704","203-574-8180",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1513411","Reed School","33 Griggs Street","Waterbury","CT",="06704","203-574-8180",,,,,"Traditional/General Education",,="090483001613",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512811","Regan School","2780 North Main St.","Waterbury","CT","06704-1603","203-574-8187",,,,,"Traditional/General Education",,="090483000984",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1517311","Roberto Clemente International Dual Language School","116 Beecher Avenue","Waterbury","CT",="06705","203-574-8000",,"https://www.waterbury.k12.ct.us/",,,"Intradistrict Magnet School",,="090483001950",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1513311","Rotella Interdistrict Magnet School","380 Pierpont Rd.","Waterbury","CT",="06705","203-574-8168",,"https://www.waterbury.k12.ct.us/24/Home",,,"Traditional/General Education","Yes",="090483001131",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1517111","School to Work Transition Academy","750 Chase Pkwy","Waterbury","CT",="06704","203-346-3505","203-346-3509","http://www.waterbury.k12.ct.us",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Program","Waterbury School District",="1518011","Special Education Preschool","330 Bucks Hill Rd.","Waterbury","CT","06704-1222","203-574-8067",,"http://www.waterbury.k12.ct.us",,"Special Education-Pre-K Only",,,="090483000548",No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1517711","Sprague PK","1443 Thomaston Ave","Waterbury","CT",="06704","203-574-8000",,"https://sprague.waterbury.k12.ct.us/",,"Pre-Kindergarten",,,,No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512011","Sprague School","1443 Thomaston Ave.","Waterbury","CT","06704-1716","203-574-8189",,,,,"Traditional/General Education",,="090483000986",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1519011","State Street School","30 Church Street","Waterbury","CT",="06702","203-574-8028",,"http://www.waterbury.k12.ct.us/30/Home",,"Special Education",,,="090483000958",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Adult Education Providers","Waterbury School District",="1510217","WATERBURY/LV","267 Grand Street","Waterbury","CT",="06702","203-754-1164","203-574-8055","http://www.lvgwct.org",,,,,,No,No,,No,No,,,,,,,,,,,,,,
"Program","Waterbury School District",="1514411","Wallace BDLC","3465 East Main Street","Waterbury","CT",="06705","203-574-8140",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1515811","Wallace Bilingual","3465 East Main Street","Waterbury","CT",="06705","203-574-8140",,"http://www.waterbury.k12.ct.us",,"Other",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1514911","Wallace SCOPE","3465 East Main Street","Waterbury","CT",="06705","203-574-8140",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1517911","Walsh Bilingual","55 Dikeman Street","Waterbury","CT",="06704","203-574-8164",,"https://walsh.waterbury.k12.ct.us/",,"Other",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1517411","Walsh SCOPE","55 Dikeman St.","Waterbury","CT",="06704","203-574-8000",,"https://www.waterbury.k12.ct.us/walsh",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512211","Walsh School","55 Dikeman Street","Waterbury","CT","06704-3907","203-574-8164",,"http://www.waterbury.k12.ct.us/School_Links/Walsh/index.html",,,"Traditional/General Education",,="090483000987",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterbury School District",="1518211","Walsh Self-Contained","55 Dikeman St","Waterbury","CT",="06704","203-574-8164",,"https://walsh.waterbury.k12.ct.us/",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1512311","Washington School","685 Baldwin St.","Waterbury","CT","06706-1507","203-574-8177",,,,,"Traditional/General Education",,="090483000988",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Adult Education Providers","Waterbury School District",="1510117","Waterbury Adult Education","28 East Clay Street","Waterbury","CT",="06706","203-574-8038","203-597-3438","http://www.waterbury.k12.ct.us/aed",,,,,,No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Waterbury School District",="1516011","Waterbury Arts Magnet School","16 South Elm St.","Waterbury","CT",="06706","203-573-6300",,"https://www.waterbury.k12.ct.us/wam",,,"Traditional/General Education","Yes",="090483001396",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Waterbury School District",="1516711","Waterbury Career Academy","175 Birch Street","Waterbury","CT",="06704","203-574-8000",,"http://www.waterbury.k12.ct.us",,,"Traditional/General Education",,="090483001638",No,No,"Schoolwide",No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public School Districts","Waterbury School District",="1510011","Waterbury School District","236 Grand Street, Chase Office Building","Waterbury","CT",="06702","203-574-8004",,"http://www.waterbury.k12.ct.us",,,,,="0904830",No,No,,No,No,,,,,,,,,,,,,,
"Program","Waterbury School District",="1517611","Wendell Cross ESC","1255 Hamilton Ave.","Waterbury","CT",="06706","203-574-8171",,"https://www.waterbury.k12.ct.us/",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1510811","Wendell L. Cross School","1255 Hamilton Ave.","Waterbury","CT","06706-2306","203-574-8171",,"https://www.waterbury.k12.ct.us/",,,"Traditional/General Education",,="090483000990",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1514711","West Side BDLC","483 Chase Pkwy","Waterbury","CT",="06708","203-574-8120",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1515611","West Side Bilingual","483 Chase","Waterbury","CT",="06708","203-574-8120",,"http://www.waterbury.k12.ct.us",,"Other",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1515211","West Side Middle School","483 Chase Parkway","Waterbury","CT","06708-3303","203-574-8120",,,,,"Traditional/General Education",,="090483000991",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1515511","West Side SCOPE","483 Chase Pkwy","Waterbury","CT",="06708","203-574-8120",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Waterbury School District",="1514511","Wilby Autism","568 Bucks Hill Rd.","Waterbury","CT",="06704","203-574-8100",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Waterbury School District",="1511711","Wilby ESC","568 Bucks Hill Road","Waterbury","CT",="06704","203-574-8100",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Waterbury School District",="1516311","Wilby High School","568 Bucks Hill Rd.","Waterbury","CT","06704-1296","203-574-8100",,"http://www.wilbyhs.org/",,,"Traditional/General Education",,="090483000992",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Waterbury School District",="1511211","Woodrow Wilson BDLC","235 Birch Street","Waterbury","CT",="06704","203-574-6660",,"http://www.waterbury.k12.ct.us",,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterbury School District",="1513211","Woodrow Wilson School","235 Birch St.","Waterbury","CT",="06704","203-573-6660",,"http://www.waterbury.k12.ct.us/School_Links/wilson/index.htm",,,"Traditional/General Education",,="090483000685",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Waterford",="1520221","Baptist Bible Academy","1144 Hartford Turnpike","Waterford","CT",="06385","860-442-0277","860-442-9150",,"Standard Non-Public",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Waterford",="0950382","Buckingham Community Services","556 Vauxhall St. Extension","Waterford","CT",="06385","860-447-9911","860-444-7036","http://www.buckinghamct.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Waterford",="0450182","Eastern Community Development Corporation Program (ECDC)","156 Cross Road","Waterford","CT",="06385","860-739-7907 x12","860-437-9808","http://www.easterncommunity.com","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Waterford",="1520161","Waterford Country School","78 Hunts Brook Road","Quaker Hill","CT",="06375","860-442-9454","860-440-4374","http://www.waterfordcountryschool.org","APSEP",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Program","Waterford School District",="1521111","Autism Class","285 Bloomingdale Road","Quaker Hill","CT",="06375","860-444-5802",,,,"Special Education",,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterford School District",="1520311","Avery Point Transition Program","1084 Shennecossett Road","Groton","CT",="06340","860-444-5802",,"https://www.waterfordschools.org/academics/special_services/transition",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Waterford School District",="1525111","Clark Lane Middle School","105 Clark Ln.","Waterford","CT","06385-2199","860-443-2837",,"http://www.waterfordschools.org/cl/index.htm",,,"Traditional/General Education",,="090486000994",No,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Waterford School District",="1520211","Great Neck Elementary School","165 Great Neck Rd.","Waterford","CT","06385-3739","860-442-2593",,"http://www.waterfordschools.org/grneck/index.htm",,,"Traditional/General Education",,="090486001593",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterford School District",="1520611","Oswegatchie Elementary School","470 Boston Post Rd.","Waterford","CT","06385-1598","860-442-4331",,"http://www.waterfordschools.org/OSW/Oswegatchie%20Homepage1.htm",,,"Traditional/General Education",,="090486000998",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterford School District",="1520711","Quaker Hill Elementary School","285 Bloomingdale Rd.","Quaker Hill","CT",="06375","860-442-1095",,"http://waterfordqh.ss16.sharpschool.com",,,"Traditional/General Education",,="090486001512",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterford School District",="1520811","The Early Childhood Center","165 Great Neck Road","Waterford","CT",="06385","860-442-2593","860-437-6996","http://www.waterfordschools.org/Domain/358",,"Pre-Kindergarten",,,,No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterford School District",="1521011","The Early Childhood Center II","470 Boston Post Rd.","Waterford","CT","06385-1598","860-442-4331",,"https://www.waterfordschools.org/",,"Pre-Kindergarten",,,,No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Waterford School District",="1521311","The Early Childhood Center III","285 Bloomingdale Rd","Quaker Hill","CT",="06375","860-442-1095",,"http://waterfordpublicschools.org",,"Pre-Kindergarten",,,,No,No,,No,No,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Waterford School District",="1526111","Waterford High School","20 Rope Ferry Rd.","Waterford","CT","06385-2894","860-437-6956",,"http://www.waterfordschools.org/whsnew/index.htm",,,"Traditional/General Education",,="090486001001",Yes,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public School Districts","Waterford School District",="1520011","Waterford School District","15 Rope Ferry Road","Waterford","CT",="06385","860-444-5801",,"http://www.waterfordschools.org",,,,,="0904860",No,No,,No,No,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools","Watertown",="1510182","Easter Seals Rehabilitation Center of Greater Waterbury","320 Sylvan Lake Road","Watertown","CT",="06779","203-236-0188","203-237-0183","https://www.easterseals.com/waterburyct/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Watertown",="1535121","Holy Disciples Catholic School","140 Buckingham Street","Oakville","CT",="06779","860-945-0621","860-945-6162",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Watertown",="1530121","Holy Disciples Catholic School- Watertown","760 Main Street","Watertown","CT",="06795","860-274-9208","860-945-1082","http://www","Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Watertown",="1536121","The Taft School","110 Woodbury Road","Watertown","CT",="06795","860-945-7819","860-945-7808","https://www.taftschool.org/","Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Watertown School District",="1530311","Fletcher W. Judson School","124 Hamilton Lane","Watertown","CT","06795-2405","860-945-4850","860-945-2711","http://www.watertownps.org",,,"Traditional/General Education",,="090489001003",No,No,,No,No,="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Watertown School District",="1530211","John Trumbull Primary School","779 Buckingham St.","Oakville","CT","06779-1109","860-945-2776","860-945-2781","http://www.watertownps.org",,,"Traditional/General Education",,="090489001135",No,No,,No,No,="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Watertown School District",="1530411","Polk School","435 Buckingham St.","Oakville","CT","06779-1131","860-945-4840","860-945-7113","http://www.watertownps.org",,,"Traditional/General Education",,="090489001005",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
