GeoName|GeoId|CDP02_53_EST|CDP02_53_ESTMOE|CDP02_53_PCT|CDP02_53_PCTMOE|CDP02_54_EST|CDP02_54_ESTMOE|CDP02_54_PCT|CDP02_54_PCTMOE|CDP02_57_EST|CDP02_57_ESTMOE|CDP02_57_PCT|CDP02_57_PCTMOE|CDP02_59_EST|CDP02_59_ESTMOE|CDP02_59_PCT|CDP02_59_PCTMOE|CDP02_61_EST|CDP02_61_ESTMOE|CDP02_61_PCT|CDP02_61_PCTMOE|CDP02_63_EST|CDP02_63_ESTMOE|CDP02_63_PCT|CDP02_63_PCTMOE
Haines Borough School District, AK|0200270|550|156|-888888888|-888888888|520|159|94.5|5.4|20|26|3.6|5|0|10|-888888888|4.4|4|9|0.7|2.2|4|10|0.7|2.7
Hoonah City School District, AK|0200300|90|34|-888888888|-888888888|75|31|83.3|11.9|0|10|-888888888|23.9|0|10|-888888888|23.9|0|10|-888888888|23.9|15|12|16.7|11.9
Iditarod Area School District, AK|0200520|245|57|-888888888|-888888888|245|57|100|9.7|0|10|-888888888|9.7|0|10|-888888888|9.7|0|10|-888888888|9.7|4|4|1.6|2.3
Juneau Borough School District, AK|0200210|5130|81|-888888888|-888888888|4675|149|91.1|2.6|175|88|3.4|1.7|10|8|0.2|0.2|150|67|2.9|1.3|120|86|2.3|1.7
Kake City School District, AK|0200360|95|28|-888888888|-888888888|95|28|100|22.9|0|10|-888888888|22.9|0|10|-888888888|22.9|0|10|-888888888|22.9|4|6|4.2|6.4
Kenai Peninsula Borough School District, AK|0200390|10135|122|-888888888|-888888888|9605|197|94.8|1.7|200|128|2|1.3|160|88|1.6|0.9|120|70|1.2|0.7|45|39|0.4|0.4
Ketchikan Gateway Borough School District, AK|0200150|2235|61|-888888888|-888888888|2040|64|91.3|2.8|35|37|1.6|1.6|15|14|0.7|0.6|120|45|5.4|2|25|21|1.1|0.9
Klawock City School District, AK|0200450|160|46|-888888888|-888888888|155|44|96.9|3.9|0|10|-888888888|14.4|0|10|-888888888|14.4|0|10|-888888888|14.4|4|5|2.5|3
Kodiak Island Borough School District, AK|0200480|2480|138|-888888888|-888888888|2075|213|83.7|8.3|85|105|3.4|4.2|0|16|-888888888|1|205|112|8.3|4.4|115|139|4.6|5.6
Kuspuk School District, AK|0200760|365|45|-888888888|-888888888|330|45|90.4|4.7|0|10|-888888888|6.6|0|10|-888888888|6.6|0|10|-888888888|6.6|35|18|9.6|4.7
Lake and Peninsula Borough School District, AK|0200485|200|32|-888888888|-888888888|180|28|90|5.1|0|10|-888888888|11.7|0|10|-888888888|11.7|0|10|-888888888|11.7|20|11|10|5.1
Lower Kuskokwim School District, AK|0200001|4235|111|-888888888|-888888888|1865|227|44|4.9|15|18|0.4|0.4|20|21|0.5|0.5|15|23|0.4|0.6|2320|181|54.8|4.6
Lower Yukon School District, AK|0200003|2150|90|-888888888|-888888888|2005|101|93.3|2.3|0|15|-888888888|1.2|0|15|-888888888|1.2|0|15|-888888888|1.2|145|48|6.7|2.3
Matanuska-Susitna Borough School District, AK|0200510|22260|121|-888888888|-888888888|21300|262|95.7|1|275|119|1.2|0.5|350|155|1.6|0.7|190|82|0.9|0.4|150|117|0.7|0.5
Nome School District, AK|0200570|815|88|-888888888|-888888888|785|92|96.3|2.7|4|11|0.5|1.9|0|10|-888888888|3|0|10|-888888888|3|25|19|3.1|2.5
North Slope Borough School District, AK|0200610|1960|123|-888888888|-888888888|1370|174|69.9|8.1|0|16|-888888888|1.3|0|16|-888888888|1.3|65|51|3.3|2.6|520|150|26.5|7.4
Northwest Arctic Borough School District, AK|0200625|2060|91|-888888888|-888888888|1720|113|83.5|3.3|0|15|-888888888|1.2|4|6|0.2|0.3|0|15|-888888888|1.2|335|66|16.3|3.3
Petersburg Borough School District, AK|0200660|475|88|-888888888|-888888888|445|81|93.7|4.3|4|6|0.8|2|0|10|-888888888|5.1|20|20|4.2|4.4|4|4|0.8|1.4
Sitka School District, AK|0200240|1360|33|-888888888|-888888888|1180|67|86.8|4.5|55|32|4|2.4|20|20|1.5|1.4|90|48|6.6|3.5|10|11|0.7|0.9
Skagway School District, AK|0200690|140|33|-888888888|-888888888|130|30|92.9|13.5|4|8|2.9|6.2|10|10|7.1|6.8|0|10|-888888888|16.3|0|10|-888888888|16.3
Southeast Island School District, AK|0200700|215|32|-888888888|-888888888|215|32|100|11|0|10|-888888888|11|0|10|-888888888|11|0|10|-888888888|11|0|10|-888888888|11
Southwest Region School District, AK|0200710|635|66|-888888888|-888888888|505|65|79.5|4.3|0|10|-888888888|3.9|0|10|-888888888|3.9|4|3|0.6|1.5|130|29|20.5|4.4
St. Marys City School District, AK|0200680|240|54|-888888888|-888888888|215|54|89.6|7.5|0|10|-888888888|9.9|0|10|-888888888|9.9|0|10|-888888888|9.9|25|17|10.4|7.5
Unalaska City School District, AK|0200720|590|78|-888888888|-888888888|280|60|47.5|7.9|130|49|22|6.8|4|3|0.7|1.1|175|42|29.7|7.6|0|10|-888888888|4.1
Wrangell School District, AK|0200810|345|63|-888888888|-888888888|335|65|97.1|5|0|10|-888888888|7|0|10|-888888888|7|0|10|-888888888|7|10|16|2.9|5
Yukon Flats School District, AK|0200775|295|69|-888888888|-888888888|275|69|93.2|6.7|0|10|-888888888|8.1|0|10|-888888888|8.1|0|10|-888888888|8.1|20|21|6.8|6.7
Yukon-Koyukuk School District, AK|0200862|275|59|-888888888|-888888888|265|59|96.4|3.1|0|10|-888888888|8.7|0|10|-888888888|8.7|0|10|-888888888|8.7|10|8|3.6|3.1
Yupiit School District, AK|0200004|230|55|-888888888|-888888888|130|43|56.5|14.7|0|10|-888888888|10.3|0|10|-888888888|10.3|0|10|-888888888|10.3|100|42|43.5|14.7
Agua Fria Union High School District, AZ|0400450|32735|2223|-888888888|-888888888|26095|2135|79.7|3.3|6080|1136|18.6|3.2|200|119|0.6|0.4|305|141|0.9|0.4|55|57|0.2|0.2
Alhambra Elementary District, AZ|0400600|22690|1884|-888888888|-888888888|8060|1250|35.5|4|13155|1276|58|4.9|275|215|1.2|0.9|265|161|1.2|0.7|935|699|4.1|3
Altar Valley Elementary District, AZ|0404770|990|415|-888888888|-888888888|885|396|89.4|10.4|105|106|10.6|10.4|0|19|-888888888|4.2|0|19|-888888888|4.2|0|19|-888888888|4.2
Amphitheater Unified District, AZ|0400680|19995|1165|-888888888|-888888888|15270|1104|76.4|3.4|3200|546|16|2.6|860|373|4.3|1.8|405|216|2|1.1|260|169|1.3|0.9
Antelope Union High School District, AZ|0400720|880|210|-888888888|-888888888|690|221|78.4|12|185|103|21|12.2|0|19|-888888888|4.7|0|19|-888888888|4.7|0|19|-888888888|4.7
Apache Junction Unified District, AZ|0400790|6465|736|-888888888|-888888888|5525|738|85.5|5|900|316|13.9|4.9|20|25|0.3|0.4|20|35|0.3|0.5|0|32|-888888888|0.7
Avondale Elementary District, AZ|0400960|12275|1409|-888888888|-888888888|8725|1216|71.1|7|3405|992|27.7|7|50|77|0.4|0.6|100|86|0.8|0.7|0|32|-888888888|0.3
Balsz Elementary District, AZ|0401050|5085|991|-888888888|-888888888|2475|643|48.7|9.4|2210|687|43.5|8.9|15|22|0.3|0.4|35|53|0.7|1|350|275|6.9|5.6
Benson Unified School District, AZ|0400212|1050|254|-888888888|-888888888|965|249|91.9|6.9|60|64|5.7|6|30|40|2.9|3.9|0|19|-888888888|4|0|19|-888888888|4
Bisbee Unified District, AZ|0401180|620|157|-888888888|-888888888|515|171|83.1|14.5|100|88|16.1|14.5|0|19|-888888888|6.6|0|19|-888888888|6.6|0|19|-888888888|6.6
Blue Ridge Unified District, AZ|0406580|1925|329|-888888888|-888888888|1640|318|85.2|8.7|170|124|8.8|6.4|15|17|0.8|0.9|20|44|1|2.3|75|119|3.9|6
Buckeye Elementary District, AZ|0401380|11750|1591|-888888888|-888888888|8810|1609|75|6.4|2860|709|24.3|6.3|25|42|0.2|0.4|25|35|0.2|0.3|25|36|0.2|0.3
Buckeye Union High School District, AZ|0401410|20115|1646|-888888888|-888888888|15045|1683|74.8|4.3|4930|854|24.5|4.3|45|51|0.2|0.3|60|66|0.3|0.3|30|32|0.1|0.2
Bullhead City School District, AZ|0401500|5095|610|-888888888|-888888888|4605|612|90.4|3.8|425|192|8.3|3.7|0|29|-888888888|0.8|35|47|0.7|0.9|25|37|0.5|0.7
Camp Verde Unified District, AZ|0401600|2815|410|-888888888|-888888888|2440|447|86.7|9.9|335|287|11.9|10|0|21|-888888888|1.5|0|21|-888888888|1.5|35|51|1.2|1.9
Cartwright Elementary District, AZ|0401680|32810|2427|-888888888|-888888888|9955|1102|30.3|3|22595|2106|68.9|2.9|0|32|-888888888|0.1|4|12|0|0.1|260|174|0.8|0.5
Casa Grande Elementary District, AZ|0401710|12815|1019|-888888888|-888888888|10125|1125|79|5.8|2595|765|20.2|5.8|25|37|0.2|0.3|65|63|0.5|0.5|15|20|0.1|0.2
Casa Grande Union High School District, AZ|0401740|17175|1354|-888888888|-888888888|13360|1417|77.8|4.8|3620|857|21.1|4.9|25|37|0.1|0.2|65|63|0.4|0.4|110|116|0.6|0.7
Catalina Foothills Unified District, AZ|0401760|3745|540|-888888888|-888888888|3085|507|82.4|6.8|235|137|6.3|3.7|185|209|4.9|5.4|95|63|2.5|1.7|140|92|3.7|2.4
Cave Creek Unified District, AZ|0400001|7185|578|-888888888|-888888888|6710|574|93.4|2.4|285|145|4|2|100|66|1.4|0.9|65|39|0.9|0.6|20|23|0.3|0.3
Cedar Unified District, AZ|0401810|1590|305|-888888888|-888888888|970|247|61|9|0|19|-888888888|2.6|0|19|-888888888|2.6|0|19|-888888888|2.6|620|172|39|9
Chandler Unified District, AZ|0401870|53560|1885|-888888888|-888888888|42545|1633|79.4|2|5920|919|11.1|1.6|1395|401|2.6|0.7|2975|424|5.6|0.7|725|375|1.4|0.7
Chinle Unified District, AZ|0401940|4270|383|-888888888|-888888888|2605|366|61|6.2|45|46|1.1|1.1|0|21|-888888888|1|80|72|1.9|1.7|1540|273|36.1|5.9
Chino Valley Unified District, AZ|0400003|3500|528|-888888888|-888888888|3000|484|85.7|7.1|420|260|12|6.9|25|35|0.7|1|40|60|1.1|1.7|15|33|0.4|1
Colorado City Unified District, AZ|0400021|1700|305|-888888888|-888888888|1700|305|100|2.5|0|14|-888888888|2.5|0|14|-888888888|2.5|0|14|-888888888|2.5|0|14|-888888888|2.5
Colorado River Union High School District, AZ|0400082|8335|759|-888888888|-888888888|7510|741|90.1|2.9|595|234|7.1|2.8|0|32|-888888888|0.5|205|102|2.5|1.2|25|37|0.3|0.4
Continental Elementary District, AZ|0402250|915|400|-888888888|-888888888|715|404|78.1|16.4|200|131|21.9|16.4|0|25|-888888888|4.5|0|25|-888888888|4.5|0|25|-888888888|4.5
Coolidge Unified District, AZ|0402320|4695|783|-888888888|-888888888|3940|646|83.9|6.1|705|328|15|5.9|50|71|1.1|1.5|0|25|-888888888|0.9|0|25|-888888888|0.9
Cottonwood-Oak Creek Elementary District, AZ|0402370|3825|501|-888888888|-888888888|3280|467|85.8|5.8|365|191|9.5|4.7|150|152|3.9|3.9|0|29|-888888888|1.1|30|46|0.8|1.2
Crane Elementary District, AZ|0402400|9055|735|-888888888|-888888888|5145|655|56.8|6|3840|648|42.4|6|0|29|-888888888|0.5|65|78|0.7|0.9|4|4|0|0.1
Creighton Elementary District, AZ|0402430|13030|1253|-888888888|-888888888|5905|681|45.3|5.8|6935|1255|53.2|5.9|75|75|0.6|0.6|30|47|0.2|0.4|80|67|0.6|0.5
Deer Valley Unified District, AZ|0407750|48915|2155|-888888888|-888888888|42145|1860|86.2|1.9|3300|842|6.7|1.6|1840|405|3.8|0.8|1310|372|2.7|0.7|310|210|0.6|0.4
Douglas Unified District, AZ|0402530|3450|416|-888888888|-888888888|1200|307|34.8|7.5|2245|360|65.1|7.5|4|14|0.1|0.4|0|25|-888888888|1.2|0|25|-888888888|1.2
Duncan Unified District, AZ|0402600|495|159|-888888888|-888888888|480|161|97|4.2|15|19|3|4.2|0|14|-888888888|8.2|0|14|-888888888|8.2|0|14|-888888888|8.2
Dysart Unified District, AZ|0402690|38670|1742|-888888888|-888888888|33730|1792|87.2|2|3800|634|9.8|1.6|560|340|1.4|0.9|250|133|0.6|0.3|325|209|0.8|0.5
Eloy Elementary District, AZ|0402790|1035|304|-888888888|-888888888|715|312|69.1|18.4|320|186|30.9|18.4|0|19|-888888888|4|0|19|-888888888|4|0|19|-888888888|4
Flagstaff Unified District, AZ|0402860|14555|519|-888888888|-888888888|11580|669|79.6|4|1530|375|10.5|2.6|285|249|2|1.7|110|70|0.8|0.5|1055|387|7.2|2.6
Florence Unified School District, AZ|0402920|16965|1182|-888888888|-888888888|14760|1172|87|3.1|1895|509|11.2|2.9|0|32|-888888888|0.2|145|100|0.9|0.6|170|139|1|0.8
Flowing Wells Unified District, AZ|0403010|5660|952|-888888888|-888888888|3875|805|68.5|7.5|1680|509|29.7|7.9|10|17|0.2|0.3|95|85|1.7|1.5|0|29|-888888888|0.7
Fort Huachuca Accommodation District, AZ|0403150|750|173|-888888888|-888888888|705|178|94|5.3|25|26|3.3|3.7|0|14|-888888888|5.5|20|33|2.7|4.4|0|14|-888888888|5.5
Fort Thomas Unified District, AZ|0403200|475|157|-888888888|-888888888|405|156|85.3|9.5|15|22|3.2|5|0|14|-888888888|8.6|0|14|-888888888|8.6|55|34|11.6|7.3
Fountain Hills Unified District, AZ|0403040|2265|584|-888888888|-888888888|2045|562|90.3|8.6|50|50|2.2|2.3|165|192|7.3|8.3|0|25|-888888888|1.9|0|25|-888888888|1.9
Fowler Elementary District, AZ|0403060|9135|1119|-888888888|-888888888|4015|722|44|7|4955|932|54.2|6.3|20|34|0.2|0.4|60|73|0.7|0.8|95|131|1|1.4
Gadsden Elementary District, AZ|0403240|7880|659|-888888888|-888888888|140|116|1.8|1.5|7725|662|98|1.5|0|29|-888888888|0.5|0|29|-888888888|0.5|15|21|0.2|0.3
Ganado Unified District, AZ|0403290|1800|238|-888888888|-888888888|1215|198|67.5|5.3|20|19|1.1|1.1|0|19|-888888888|2.3|0|19|-888888888|2.3|565|114|31.4|5.2
Gilbert Unified District, AZ|0403400|42565|1803|-888888888|-888888888|38480|1747|90.4|1.6|2615|602|6.1|1.4|540|316|1.3|0.7|655|232|1.5|0.5|280|191|0.7|0.4
Glendale Elementary District, AZ|0403420|24330|1681|-888888888|-888888888|12725|1499|52.3|4.2|10665|1069|43.8|4.1|115|99|0.5|0.4|355|177|1.5|0.7|465|280|1.9|1.1
Glendale Union High School District, AZ|0403450|64935|2555|-888888888|-888888888|39435|2289|60.7|2.4|22520|1836|34.7|2.6|595|211|0.9|0.3|1045|281|1.6|0.4|1335|467|2.1|0.7
Globe Unified District, AZ|0403500|1270|307|-888888888|-888888888|1185|302|93.3|5.4|85|68|6.7|5.4|0|21|-888888888|3.3|0|21|-888888888|3.3|0|21|-888888888|3.3
Higley Unified District, AZ|0403780|23740|1570|-888888888|-888888888|21970|1635|92.5|2.1|820|268|3.5|1.1|245|120|1|0.5|565|284|2.4|1.2|140|170|0.6|0.7
Holbrook Unified District, AZ|0403820|2260|314|-888888888|-888888888|1560|290|69|7.7|65|57|2.9|2.6|4|6|0.2|0.3|40|40|1.8|1.7|595|171|26.3|7
Humboldt Unified District, AZ|0403870|9040|834|-888888888|-888888888|7015|773|77.6|3.9|1985|376|22|3.9|15|22|0.2|0.2|25|38|0.3|0.4|0|32|-888888888|0.5
Indian Oasis-Baboquivari Unified District, AZ|0403950|1970|337|-888888888|-888888888|1690|329|85.8|7.3|0|19|-888888888|2.1|0|19|-888888888|2.1|0|19|-888888888|2.1|280|151|14.2|7.3
Isaac Elementary District, AZ|0403960|11530|1170|-888888888|-888888888|3240|561|28.1|5|8095|1190|70.2|5.2|0|29|-888888888|0.4|30|49|0.3|0.4|160|108|1.4|1
J. O. Combs Unified School District, AZ|0403990|12080|1276|-888888888|-888888888|11205|1193|92.8|3.7|800|470|6.6|3.7|15|27|0.1|0.2|65|65|0.5|0.5|0|29|-888888888|0.4
Joseph City Unified District, AZ|0404010|750|276|-888888888|-888888888|720|260|96|5.9|0|14|-888888888|5.5|0|14|-888888888|5.5|0|14|-888888888|5.5|35|45|4.7|5.4
Kayenta Unified District, AZ|0404060|2395|519|-888888888|-888888888|960|222|40.1|9.9|0|21|-888888888|1.8|0|21|-888888888|1.8|0|21|-888888888|1.8|1435|459|59.9|9.9
Kingman Unified School District, AZ|0400295|8910|704|-888888888|-888888888|8140|721|91.4|2.9|570|218|6.4|2.4|40|45|0.4|0.5|25|29|0.3|0.3|140|123|1.6|1.4
Kyrene Elementary District, AZ|0404230|27315|1544|-888888888|-888888888|23085|1558|84.5|2.3|2510|575|9.2|2.1|450|176|1.6|0.7|920|281|3.4|1|355|197|1.3|0.7
Lake Havasu Unified District, AZ|0404280|7455|615|-888888888|-888888888|6485|678|87|5.7|970|431|13|5.7|0|32|-888888888|0.6|0|32|-888888888|0.6|0|32|-888888888|0.6
Laveen Elementary District, AZ|0404290|12790|1468|-888888888|-888888888|9675|1443|75.6|4.5|2760|485|21.6|4.1|140|98|1.1|0.8|155|124|1.2|1|65|60|0.5|0.5
Liberty Elementary District, AZ|0404320|7720|795|-888888888|-888888888|5785|619|74.9|6.1|1875|561|24.3|6.1|20|30|0.3|0.4|35|57|0.5|0.7|4|12|0.1|0.2
Litchfield Elementary District, AZ|0404380|20455|1750|-888888888|-888888888|17375|1796|84.9|3.2|2675|598|13.1|3|150|101|0.7|0.5|205|130|1|0.6|55|57|0.3|0.3
Littleton Elementary District, AZ|0404440|11590|960|-888888888|-888888888|6660|979|57.5|6.1|4585|703|39.6|5.9|45|51|0.4|0.5|0|32|-888888888|0.4|300|232|2.6|2
Madison Elementary District, AZ|0404500|7340|902|-888888888|-888888888|6415|812|87.4|4.8|600|285|8.2|3.6|125|115|1.7|1.5|30|31|0.4|0.4|165|201|2.2|2.7
Mammoth-San Manuel Unified District, AZ|0404570|540|124|-888888888|-888888888|510|114|94.4|6.5|30|36|5.6|6.5|0|14|-888888888|7.6|0|14|-888888888|7.6|0|14|-888888888|7.6
Marana Unified District, AZ|0404630|16370|1050|-888888888|-888888888|14460|1020|88.3|2.4|1555|360|9.5|2.1|185|145|1.1|0.9|85|64|0.5|0.4|90|75|0.5|0.5
Maricopa Unified School District, AZ|0404720|14040|1009|-888888888|-888888888|11785|1190|83.9|4.3|2080|565|14.8|4.2|70|63|0.5|0.5|80|60|0.6|0.4|25|23|0.2|0.2
McNary Elementary District, AZ|0404860|275|67|-888888888|-888888888|200|58|72.7|12.9|0|14|-888888888|14.3|0|14|-888888888|14.3|0|14|-888888888|14.3|75|39|27.3|12.9
Mesa Unified District, AZ|0404970|83005|2425|-888888888|-888888888|62750|2218|75.6|1.5|18665|1251|22.5|1.4|390|236|0.5|0.3|720|294|0.9|0.3|485|206|0.6|0.3
Miami Unified District, AZ|0405030|1205|277|-888888888|-888888888|1100|272|91.3|9.3|105|114|8.7|9.3|0|19|-888888888|3.5|0|19|-888888888|3.5|0|19|-888888888|3.5
Mingus Union High School District, AZ|0405070|4150|551|-888888888|-888888888|3605|511|86.9|5.4|365|191|8.8|4.3|150|152|3.6|3.6|0|29|-888888888|1|35|46|0.8|1.1
Mohave Valley Elementary District, AZ|0405190|3200|515|-888888888|-888888888|2860|479|89.4|5.4|165|149|5.2|4.4|0|25|-888888888|1.3|170|105|5.3|3.3|0|25|-888888888|1.3
Morenci Unified District, AZ|0405320|1525|176|-888888888|-888888888|1190|177|78|9.5|335|159|22|9.5|0|19|-888888888|2.7|0|19|-888888888|2.7|0|19|-888888888|2.7
Murphy Elementary District, AZ|0405400|2345|416|-888888888|-888888888|955|248|40.7|8.7|1390|339|59.3|8.7|0|21|-888888888|1.8|0|21|-888888888|1.8|0|21|-888888888|1.8
Nadaburg Unified School District, AZ|0405460|2225|663|-888888888|-888888888|1945|639|87.4|11.8|250|264|11.2|11.7|0|21|-888888888|1.9|30|43|1.3|2|0|21|-888888888|1.9
Nogales Unified District, AZ|0405530|4295|407|-888888888|-888888888|380|177|8.8|4.1|3915|424|91.2|4.1|0|25|-888888888|1|0|25|-888888888|1|0|25|-888888888|1
Oracle Elementary District, AZ|0405640|990|448|-888888888|-888888888|845|458|85.4|13.9|85|108|8.6|11|55|65|5.6|7.7|0|21|-888888888|4.2|0|21|-888888888|4.2
Osborn Elementary District, AZ|0405670|5185|905|-888888888|-888888888|3505|836|67.6|9.4|1380|448|26.6|8.5|125|107|2.4|2.1|25|34|0.5|0.7|145|180|2.8|3.4
Page Unified District, AZ|0405820|2870|357|-888888888|-888888888|2430|363|84.7|6.4|85|81|3|2.9|0|21|-888888888|1.5|4|11|0.1|0.4|355|192|12.4|6.5
Palo Verde Elementary District, AZ|0405850|520|253|-888888888|-888888888|380|215|73.1|14.6|140|90|26.9|14.6|0|14|-888888888|7.8|0|14|-888888888|7.8|0|14|-888888888|7.8
Palominas Elementary District, AZ|0405880|1655|441|-888888888|-888888888|1350|382|81.6|14|280|256|16.9|14.1|20|28|1.2|1.7|10|14|0.6|1|0|21|-888888888|2.5
Paradise Valley Unified District, AZ|0405930|40220|1664|-888888888|-888888888|30930|1717|76.9|2.9|6360|1095|15.8|2.6|1580|404|3.9|1|765|353|1.9|0.9|585|372|1.5|0.9
Parker Unified School District, AZ|0405980|1655|176|-888888888|-888888888|1195|177|72.2|8|405|142|24.5|8.1|30|34|1.8|2|20|32|1.2|1.9|4|5|0.2|0.5
Patagonia Union High School District, AZ|0406030|470|114|-888888888|-888888888|420|112|89.4|7.2|50|35|10.6|7.2|0|14|-888888888|8.6|0|14|-888888888|8.6|0|14|-888888888|8.6
Payson Unified District, AZ|0406070|2855|333|-888888888|-888888888|2455|362|86|7|345|186|12.1|6.4|35|64|1.2|2.3|20|31|0.7|1.1|0|25|-888888888|1.5
Peach Springs Unified District, AZ|0406120|600|156|-888888888|-888888888|570|152|95|5|4|11|0.7|2.6|0|14|-888888888|6.8|0|14|-888888888|6.8|20|22|3.3|3.7
Pendergast Elementary District, AZ|0406210|17655|1385|-888888888|-888888888|9920|1048|56.2|5.7|7340|1295|41.6|5.6|80|97|0.5|0.5|295|203|1.7|1.1|20|28|0.1|0.2
Peoria Unified School District, AZ|0406250|42540|1985|-888888888|-888888888|35935|1947|84.5|2.3|4380|880|10.3|2|550|221|1.3|0.5|1085|329|2.6|0.8|585|245|1.4|0.6
Phoenix Elementary District, AZ|0406300|8905|1004|-888888888|-888888888|5110|764|57.4|6|3700|709|41.5|6.1|10|25|0.1|0.3|35|35|0.4|0.4|50|67|0.6|0.8
Phoenix Union High School District, AZ|0406330|150055|3979|-888888888|-888888888|71725|3386|47.8|1.8|74045|3194|49.3|1.8|1020|311|0.7|0.2|660|226|0.4|0.1|2605|857|1.7|0.6
Picacho Elementary District, AZ|0406360|215|109|-888888888|-888888888|170|94|79.1|22.3|25|27|11.6|11.9|10|25|4.7|10.8|0|19|-888888888|17.8|15|19|7|9.8
Pima Unified District, AZ|0406440|1165|290|-888888888|-888888888|1110|292|95.3|5.2|55|59|4.7|5.2|0|14|-888888888|3.6|0|14|-888888888|3.6|0|14|-888888888|3.6
Pinon Unified District, AZ|0400023|1100|202|-888888888|-888888888|540|119|49.1|6.9|4|7|0.4|0.9|0|19|-888888888|3.8|0|19|-888888888|3.8|555|135|50.5|7
Prescott Unified District, AZ|0406730|6325|788|-888888888|-888888888|6010|762|95|2.8|220|155|3.5|2.4|65|69|1|1.1|30|50|0.5|0.8|0|32|-888888888|0.7
Queen Creek Unified District, AZ|0406810|15970|1082|-888888888|-888888888|14530|1119|91|2.8|1150|416|7.2|2.6|90|58|0.6|0.4|180|94|1.1|0.6|20|31|0.1|0.2
Ray Unified District, AZ|0406850|785|283|-888888888|-888888888|690|259|87.9|8.2|90|69|11.5|7.8|0|14|-888888888|5.3|0|14|-888888888|5.3|0|14|-888888888|5.3
Red Mesa Unified District, AZ|0406870|1680|253|-888888888|-888888888|855|153|50.9|6.2|0|19|-888888888|2.5|10|18|0.6|1.1|20|37|1.2|2.2|790|172|47|6.1
Red Rock Elementary District, AZ|0406900|840|260|-888888888|-888888888|815|238|97|5.4|25|50|3|5.4|0|14|-888888888|4.9|0|14|-888888888|4.9|0|14|-888888888|4.9
Riverside Elementary District, AZ|0407020|1350|344|-888888888|-888888888|700|263|51.9|13.9|650|242|48.1|13.9|0|19|-888888888|3.1|0|19|-888888888|3.1|0|19|-888888888|3.1
Roosevelt Elementary District, AZ|0407080|26210|1950|-888888888|-888888888|15485|1695|59.1|3.5|10025|982|38.2|3.7|255|181|1|0.7|50|41|0.2|0.2|390|273|1.5|1
Round Valley Unified District, AZ|0407130|1175|239|-888888888|-888888888|1075|217|91.5|6.1|65|64|5.5|5.2|30|35|2.6|2.8|0|19|-888888888|3.5|0|19|-888888888|3.5
Sacaton Elementary District, AZ|0407200|1120|364|-888888888|-888888888|960|307|85.7|10.2|65|82|5.8|7.3|0|19|-888888888|3.7|0|19|-888888888|3.7|95|114|8.5|9
Saddle Mountain Unified School District, AZ|0407170|2925|515|-888888888|-888888888|2320|486|79.3|6.4|570|189|19.5|6.1|35|40|1.2|1.4|0|21|-888888888|1.4|0|21|-888888888|1.4
Safford Unified District, AZ|0407240|3180|390|-888888888|-888888888|2975|395|93.6|4.2|210|131|6.6|4.1|0|21|-888888888|1.3|0|21|-888888888|1.3|0|21|-888888888|1.3
Sahuarita Unified District, AZ|0407300|7610|871|-888888888|-888888888|6235|879|81.9|5.3|1290|394|17|5.1|10|18|0.1|0.2|30|37|0.4|0.5|50|76|0.7|1
San Carlos Unified District, AZ|0406960|2330|301|-888888888|-888888888|2170|313|93.1|4.1|0|19|-888888888|1.8|0|19|-888888888|1.8|0|19|-888888888|1.8|155|94|6.7|4.1
